palavra,canonicidade,tonicidade
acenava,False,paraxítona
acenemo,False,paraxítona
acerola,False,paraxítona
acetato,False,paraxítona
acetina,False,paraxítona
acetine,False,paraxítona
acetino,False,paraxítona
acetiná,False,oxítona
acetona,False,paraxítona
achada,False,paraxítona
achado,False,paraxítona
achamo,False,paraxítona
achara,False,paraxítona
acharemos,False,paraxítona
achará,False,oxítona
achatadas,False,paraxítona
achatados,False,paraxítona
achava,False,paraxítona
achega,False,paraxítona
achegadas,False,paraxítona
achegados,False,paraxítona
achegamos,False,paraxítona
achegaras,False,paraxítona
achegares,False,paraxítona
achegarás,False,oxítona
achegavas,False,paraxítona
achego,False,paraxítona
achegá,False,oxítona
achemo,False,paraxítona
acháramos,False,proparoxítona
achávamos,False,proparoxítona
acicate,False,paraxítona
acidose,False,paraxítona
acidula,False,paraxítona
acidule,False,paraxítona
acidulo,False,paraxítona
acidulá,False,oxítona
aclama,False,paraxítona
aclamadas,False,paraxítona
aclamados,False,paraxítona
aclamamos,False,paraxítona
aclamaras,False,paraxítona
aclamares,False,paraxítona
aclamarás,False,oxítona
aclamavas,False,paraxítona
aclame,False,paraxítona
aclamemos,False,paraxítona
aclamo,False,paraxítona
aclamá,False,oxítona
aclara,False,paraxítona
aclaradas,False,paraxítona
aclarados,False,paraxítona
aclaramos,False,paraxítona
aclararas,False,paraxítona
aclarares,False,paraxítona
aclararás,False,oxítona
aclaravas,False,paraxítona
aclare,False,paraxítona
aclaremos,False,paraxítona
aclaro,False,paraxítona
aclará,False,oxítona
aclimatar,False,oxítona
aclimatas,False,paraxítona
aclimates,False,paraxítona
aclive,False,paraxítona
acometa,False,paraxítona
acomete,False,paraxítona
acometi,False,oxítona
acometo,False,paraxítona
acometê,False,oxítona
acomoda,False,paraxítona
acomode,False,paraxítona
acomodo,False,paraxítona
acomodá,False,oxítona
acreditar,False,oxítona
acreditas,False,paraxítona
acredites,False,paraxítona
acrisolar,False,oxítona
acrisolas,False,paraxítona
acrisoles,False,paraxítona
acrobatas,False,paraxítona
acrílicas,False,proparoxítona
acrílicos,False,proparoxítona
acrópoles,False,proparoxítona
acuai,False,oxítona
acudamo,False,paraxítona
acudida,False,paraxítona
acudido,False,paraxítona
acudimo,False,paraxítona
acudira,False,paraxítona
acudirá,False,oxítona
acuei,False,oxítona
acumula,False,paraxítona
acumule,False,paraxítona
acumulo,False,paraxítona
acumulá,False,oxítona
acuou,False,oxítona
acurada,False,paraxítona
acurado,False,paraxítona
acusada,False,paraxítona
acusado,False,paraxítona
acusamo,False,paraxítona
acusara,False,paraxítona
acusará,False,oxítona
acusava,False,paraxítona
acusemo,False,paraxítona
acutila,False,paraxítona
acutile,False,paraxítona
acutilo,False,paraxítona
acutilá,False,oxítona
acéfala,False,proparoxítona
acéfalo,False,proparoxítona
acólito,False,proparoxítona
acúmulo,False,proparoxítona
adequai,False,oxítona
adequou,False,oxítona
adereço,False,paraxítona
aderida,False,paraxítona
aderido,False,paraxítona
aderimo,False,paraxítona
aderira,False,paraxítona
aderirá,False,oxítona
adesiva,False,paraxítona
adesivo,False,paraxítona
adi,False,oxítona
adiposa,False,paraxítona
adiposo,False,paraxítona
adiremo,False,paraxítona
aditada,False,paraxítona
aditado,False,paraxítona
aditamo,False,paraxítona
aditara,False,paraxítona
aditará,False,oxítona
aditava,False,paraxítona
aditemo,False,paraxítona
aditiva,False,paraxítona
aditivo,False,paraxítona
adiu,False,oxítona
adjetivar,False,oxítona
adjetivas,False,paraxítona
adjetives,False,paraxítona
adjetivos,False,paraxítona
adjudicar,False,oxítona
adjudicas,False,paraxítona
admira,False,paraxítona
admiradas,False,paraxítona
admirador,False,oxítona
admirados,False,paraxítona
admiramos,False,paraxítona
admiraras,False,paraxítona
admirares,False,paraxítona
admirarás,False,oxítona
admiravas,False,paraxítona
admire,False,paraxítona
admiremos,False,paraxítona
admiro,False,paraxítona
admirá,False,oxítona
admirável,False,paraxítona
admita,False,paraxítona
admitamos,False,paraxítona
admite,False,paraxítona
admiti,False,oxítona
admitidas,False,paraxítona
admitidos,False,paraxítona
admitimos,False,paraxítona
admitiras,False,paraxítona
admitires,False,paraxítona
admitirás,False,oxítona
admito,False,paraxítona
adocemo,False,paraxítona
adocica,False,paraxítona
adocico,False,paraxítona
adocicá,False,oxítona
adorada,False,paraxítona
adorado,False,paraxítona
adoramo,False,paraxítona
adorara,False,paraxítona
adorará,False,oxítona
adorava,False,paraxítona
adoremo,False,paraxítona
adotada,False,paraxítona
adotado,False,paraxítona
adotamo,False,paraxítona
adotara,False,paraxítona
adotará,False,oxítona
adotava,False,paraxítona
adotemo,False,paraxítona
adotiva,False,paraxítona
adotivo,False,paraxítona
adoçada,False,paraxítona
adoçado,False,paraxítona
adoçamo,False,paraxítona
adoçara,False,paraxítona
adoçará,False,oxítona
adoçava,False,paraxítona
adubada,False,paraxítona
adubado,False,paraxítona
adubamo,False,paraxítona
adubara,False,paraxítona
adubará,False,oxítona
adubava,False,paraxítona
adubemo,False,paraxítona
adulada,False,paraxítona
adulado,False,paraxítona
adulamo,False,paraxítona
adulara,False,paraxítona
adulará,False,oxítona
adulava,False,paraxítona
adulemo,False,paraxítona
adutora,False,paraxítona
advimo,False,paraxítona
adviremos,False,paraxítona
advirá,False,oxítona
advoga,False,paraxítona
advogadas,False,paraxítona
advogados,False,paraxítona
advogamos,False,paraxítona
advogaras,False,paraxítona
advogares,False,paraxítona
advogarás,False,oxítona
advogavas,False,paraxítona
advogo,False,paraxítona
advogá,False,oxítona
adão,False,paraxítona
afadiga,False,paraxítona
afadigo,False,paraxítona
afadigá,False,oxítona
afagada,False,paraxítona
afagado,False,paraxítona
afagamo,False,paraxítona
afagara,False,paraxítona
afagará,False,oxítona
afagava,False,paraxítona
afaguei,False,oxítona
afamada,False,paraxítona
afamado,False,paraxítona
afanada,False,paraxítona
afanado,False,paraxítona
afanamo,False,paraxítona
afanara,False,paraxítona
afanará,False,oxítona
afanava,False,paraxítona
afanemo,False,paraxítona
afanosa,False,paraxítona
afanoso,False,paraxítona
afeita,False,paraxítona
afeito,False,paraxítona
afemina,False,paraxítona
afemine,False,paraxítona
afemino,False,paraxítona
afeminá,False,oxítona
aferida,False,paraxítona
aferido,False,paraxítona
aferimo,False,paraxítona
aferira,False,paraxítona
aferirá,False,oxítona
afetada,False,paraxítona
afetado,False,paraxítona
afetamo,False,paraxítona
afetara,False,paraxítona
afetará,False,oxítona
afetava,False,paraxítona
afetemo,False,paraxítona
afetiva,False,paraxítona
afetivo,False,paraxítona
afigura,False,paraxítona
afigure,False,paraxítona
afiguro,False,paraxítona
afigurá,False,oxítona
afinada,False,paraxítona
afinado,False,paraxítona
afinamo,False,paraxítona
afinara,False,paraxítona
afinará,False,oxítona
afinava,False,paraxítona
afinemo,False,paraxítona
afivela,False,paraxítona
afivele,False,paraxítona
afivelo,False,paraxítona
afivelá,False,oxítona
afixada,False,paraxítona
afixado,False,paraxítona
afixamo,False,paraxítona
afixara,False,paraxítona
afixará,False,oxítona
afixava,False,paraxítona
afixemo,False,paraxítona
aflige,False,paraxítona
afligi,False,oxítona
afligidas,False,paraxítona
afligidos,False,paraxítona
afligimos,False,paraxítona
afligiras,False,paraxítona
afligires,False,paraxítona
afligirás,False,oxítona
aflija,False,paraxítona
aflijamos,False,paraxítona
aflijo,False,paraxítona
aflita,False,paraxítona
aflitivas,False,paraxítona
aflitivos,False,paraxítona
aflito,False,paraxítona
aflora,False,paraxítona
afloradas,False,paraxítona
aflorados,False,paraxítona
afloramos,False,paraxítona
afloraras,False,paraxítona
aflorares,False,paraxítona
aflorarás,False,oxítona
afloravas,False,paraxítona
aflore,False,paraxítona
afloremos,False,paraxítona
afloro,False,paraxítona
aflorá,False,oxítona
afluxo,False,paraxítona
afobada,False,paraxítona
afobado,False,paraxítona
afobamo,False,paraxítona
afobara,False,paraxítona
afobará,False,oxítona
afobava,False,paraxítona
afobemo,False,paraxítona
afofada,False,paraxítona
afofado,False,paraxítona
afofamo,False,paraxítona
afofara,False,paraxítona
afofará,False,oxítona
afofava,False,paraxítona
afofemo,False,paraxítona
afogada,False,paraxítona
afogado,False,paraxítona
afogamo,False,paraxítona
afogara,False,paraxítona
afogará,False,oxítona
afogava,False,paraxítona
afoguei,False,oxítona
afoita,False,paraxítona
afoite,False,paraxítona
afoito,False,paraxítona
afoitá,False,oxítona
aforada,False,paraxítona
aforado,False,paraxítona
aforamo,False,paraxítona
aforara,False,paraxítona
aforará,False,oxítona
aforava,False,paraxítona
aforemo,False,paraxítona
africanas,False,paraxítona
africanos,False,paraxítona
aftosa,False,paraxítona
afunila,False,paraxítona
afunile,False,paraxítona
afunilo,False,paraxítona
afunilá,False,oxítona
afônica,False,proparoxítona
afônico,False,proparoxítona
age,False,paraxítona
agi,False,oxítona
agiliza,False,paraxítona
agilize,False,paraxítona
agilizo,False,paraxítona
agilizá,False,oxítona
agiremo,False,paraxítona
agitada,False,paraxítona
agitado,False,paraxítona
agitamo,False,paraxítona
agitara,False,paraxítona
agitará,False,oxítona
agitava,False,paraxítona
agitemo,False,paraxítona
agiu,False,oxítona
aglomerar,False,oxítona
aglomeras,False,paraxítona
aglomeres,False,paraxítona
aglutinar,False,oxítona
aglutinas,False,paraxítona
aglutines,False,paraxítona
agoniza,False,paraxítona
agonize,False,paraxítona
agonizo,False,paraxítona
agonizá,False,oxítona
agoura,False,paraxítona
agoure,False,paraxítona
agouro,False,paraxítona
agourá,False,oxítona
agrada,False,paraxítona
agradadas,False,paraxítona
agradados,False,paraxítona
agradamos,False,paraxítona
agradaras,False,paraxítona
agradares,False,paraxítona
agradarás,False,oxítona
agradavas,False,paraxítona
agrade,False,paraxítona
agradecer,False,oxítona
agradeces,False,paraxítona
agrademos,False,paraxítona
agradeças,False,paraxítona
agrado,False,paraxítona
agradá,False,oxítona
agradável,False,paraxítona
agrava,False,paraxítona
agravadas,False,paraxítona
agravados,False,paraxítona
agravamos,False,paraxítona
agravaras,False,paraxítona
agravares,False,paraxítona
agravarás,False,oxítona
agravavas,False,paraxítona
agrave,False,paraxítona
agravemos,False,paraxítona
agravo,False,paraxítona
agravá,False,oxítona
agredi,False,oxítona
agredidas,False,paraxítona
agredidos,False,paraxítona
agredimos,False,paraxítona
agrediras,False,paraxítona
agredires,False,paraxítona
agredirás,False,oxítona
agrega,False,paraxítona
agregadas,False,paraxítona
agregados,False,paraxítona
agregamos,False,paraxítona
agregaras,False,paraxítona
agregares,False,paraxítona
agregarás,False,oxítona
agregavas,False,paraxítona
agrego,False,paraxítona
agregá,False,oxítona
agrida,False,paraxítona
agridamos,False,paraxítona
agride,False,paraxítona
agrido,False,paraxítona
agridoces,False,paraxítona
agrupa,False,paraxítona
agrupadas,False,paraxítona
agrupados,False,paraxítona
agrupamos,False,paraxítona
agruparas,False,paraxítona
agrupares,False,paraxítona
agruparás,False,oxítona
agrupavas,False,paraxítona
agrupe,False,paraxítona
agrupemos,False,paraxítona
agrupo,False,paraxítona
agrupá,False,oxítona
agrura,False,paraxítona
agrícolas,False,proparoxítona
agrônomas,False,proparoxítona
agrônomos,False,proparoxítona
aguai,False,oxítona
agucemo,False,paraxítona
agudeza,False,paraxítona
aguou,False,oxítona
aguá,False,oxítona
aguçada,False,paraxítona
aguçado,False,paraxítona
aguçamo,False,paraxítona
aguçara,False,paraxítona
aguçará,False,oxítona
aguçava,False,paraxítona
agüemo,False,paraxítona
aja,False,paraxítona
ajeita,False,paraxítona
ajeite,False,paraxítona
ajeito,False,paraxítona
ajeitá,False,oxítona
ajo,False,paraxítona
ajudada,False,paraxítona
ajudado,False,paraxítona
ajudamo,False,paraxítona
ajudara,False,paraxítona
ajudará,False,oxítona
ajudava,False,paraxítona
ajudemo,False,paraxítona
ajuizá,False,oxítona
ala,False,paraxítona
alagada,False,paraxítona
alagado,False,paraxítona
alagamo,False,paraxítona
alagara,False,paraxítona
alagará,False,oxítona
alagava,False,paraxítona
alaguei,False,oxítona
alameda,False,paraxítona
alanina,False,paraxítona
alarido,False,paraxítona
albanesas,False,paraxítona
albaneses,False,paraxítona
albedo,False,paraxítona
albina,False,paraxítona
albino,False,paraxítona
alcalinas,False,paraxítona
alcalinos,False,paraxítona
alcaloses,False,paraxítona
alcemo,False,paraxítona
alcova,False,paraxítona
alegada,False,paraxítona
alegado,False,paraxítona
alegamo,False,paraxítona
alegara,False,paraxítona
alegará,False,oxítona
alegava,False,paraxítona
aleguei,False,oxítona
aleija,False,paraxítona
aleije,False,paraxítona
aleijo,False,paraxítona
aleijá,False,oxítona
aleita,False,paraxítona
aleite,False,paraxítona
aleito,False,paraxítona
aleitá,False,oxítona
alfabetos,False,paraxítona
alface,False,paraxítona
alfafa,False,paraxítona
alfinetes,False,paraxítona
algema,False,paraxítona
algemadas,False,paraxítona
algemados,False,paraxítona
algemamos,False,paraxítona
algemaras,False,paraxítona
algemares,False,paraxítona
algemarás,False,oxítona
algemavas,False,paraxítona
algeme,False,paraxítona
algememos,False,paraxítona
algemo,False,paraxítona
algemá,False,oxítona
alguma,False,paraxítona
ali,False,oxítona
alicate,False,paraxítona
alijada,False,paraxítona
alijado,False,paraxítona
alijamo,False,paraxítona
alijara,False,paraxítona
alijará,False,oxítona
alijava,False,paraxítona
alijemo,False,paraxítona
alisada,False,paraxítona
alisado,False,paraxítona
alisamo,False,paraxítona
alisara,False,paraxítona
alisará,False,oxítona
alisava,False,paraxítona
alisemo,False,paraxítona
almaço,False,paraxítona
almeja,False,paraxítona
almejadas,False,paraxítona
almejados,False,paraxítona
almejamos,False,paraxítona
almejaras,False,paraxítona
almejares,False,paraxítona
almejarás,False,oxítona
almejavas,False,paraxítona
almeje,False,paraxítona
almejemos,False,paraxítona
almejo,False,paraxítona
almejá,False,oxítona
almoce,False,paraxítona
almocemos,False,paraxítona
almofadas,False,paraxítona
almoça,False,paraxítona
almoçadas,False,paraxítona
almoçados,False,paraxítona
almoçamos,False,paraxítona
almoçaras,False,paraxítona
almoçares,False,paraxítona
almoçarás,False,oxítona
almoçavas,False,paraxítona
almoço,False,paraxítona
almoçá,False,oxítona
alocada,False,paraxítona
alocado,False,paraxítona
alocamo,False,paraxítona
alocara,False,paraxítona
alocará,False,oxítona
alocava,False,paraxítona
alojada,False,paraxítona
alojado,False,paraxítona
alojamo,False,paraxítona
alojara,False,paraxítona
alojará,False,oxítona
alojava,False,paraxítona
alojemo,False,paraxítona
alopata,False,paraxítona
aloquei,False,oxítona
aloura,False,paraxítona
aloure,False,paraxítona
alouro,False,paraxítona
alourá,False,oxítona
alpina,False,paraxítona
alpino,False,paraxítona
altera,False,paraxítona
alteradas,False,paraxítona
alterados,False,paraxítona
alteramos,False,paraxítona
alteraras,False,paraxítona
alterares,False,paraxítona
alterarás,False,oxítona
alteravas,False,paraxítona
altere,False,paraxítona
alteremos,False,paraxítona
altero,False,paraxítona
alterosas,False,paraxítona
alterosos,False,paraxítona
alterá,False,oxítona
alteza,False,paraxítona
altitudes,False,paraxítona
altiva,False,paraxítona
altivo,False,paraxítona
altura,False,paraxítona
alucina,False,paraxítona
alucine,False,paraxítona
alucino,False,paraxítona
aluciná,False,oxítona
aludamo,False,paraxítona
aludida,False,paraxítona
aludido,False,paraxítona
aludimo,False,paraxítona
aludira,False,paraxítona
aludirá,False,oxítona
alugada,False,paraxítona
alugado,False,paraxítona
alugamo,False,paraxítona
alugara,False,paraxítona
alugará,False,oxítona
alugava,False,paraxítona
aluguei,False,oxítona
alusiva,False,paraxítona
alusivo,False,paraxítona
alvará,False,oxítona
alveja,False,paraxítona
alvejadas,False,paraxítona
alvejados,False,paraxítona
alvejamos,False,paraxítona
alvejaras,False,paraxítona
alvejares,False,paraxítona
alvejarás,False,oxítona
alvejavas,False,paraxítona
alveje,False,paraxítona
alvejemos,False,paraxítona
alvejo,False,paraxítona
alvejá,False,oxítona
alvoradas,False,paraxítona
alvorecer,False,oxítona
alvoreces,False,paraxítona
alvoreças,False,paraxítona
alvoroces,False,paraxítona
alvoroçar,False,oxítona
alvoroças,False,paraxítona
alvoroços,False,paraxítona
alvura,False,paraxítona
alçada,False,paraxítona
alçado,False,paraxítona
alçamo,False,paraxítona
alçara,False,paraxítona
alçaremos,False,paraxítona
alçará,False,oxítona
alçava,False,paraxítona
alçáramos,False,proparoxítona
alçávamos,False,proparoxítona
alô,False,oxítona
ama,False,paraxítona
amadora,False,paraxítona
amai,False,oxítona
amaina,False,paraxítona
amaine,False,paraxítona
amaino,False,paraxítona
amainá,False,oxítona
amarela,False,paraxítona
amarele,False,paraxítona
amarelo,False,paraxítona
amarelá,False,oxítona
amaremo,False,paraxítona
amazona,False,paraxítona
ame,False,paraxítona
amei,False,oxítona
ameixa,False,paraxítona
ameniza,False,paraxítona
amenize,False,paraxítona
amenizo,False,paraxítona
amenizá,False,oxítona
amigada,False,paraxítona
amigado,False,paraxítona
amigamo,False,paraxítona
amigara,False,paraxítona
amigará,False,oxítona
amigava,False,paraxítona
amigona,False,paraxítona
amiguei,False,oxítona
amimada,False,paraxítona
amimado,False,paraxítona
amimamo,False,paraxítona
amimara,False,paraxítona
amimará,False,oxítona
amimava,False,paraxítona
amimemo,False,paraxítona
amiudá,False,oxítona
amizade,False,paraxítona
amnésicas,False,proparoxítona
amnésicos,False,proparoxítona
amo,False,paraxítona
amoita,False,paraxítona
amoite,False,paraxítona
amoito,False,paraxítona
amoitá,False,oxítona
amolada,False,paraxítona
amolado,False,paraxítona
amolamo,False,paraxítona
amolara,False,paraxítona
amolará,False,oxítona
amolava,False,paraxítona
amolece,False,paraxítona
amoleci,False,oxítona
amolecê,False,oxítona
amolemo,False,paraxítona
amoleça,False,paraxítona
amoleço,False,paraxítona
amorosa,False,paraxítona
amoroso,False,paraxítona
amotina,False,paraxítona
amotine,False,paraxítona
amotino,False,paraxítona
amotiná,False,oxítona
amou,False,oxítona
ampara,False,paraxítona
amparadas,False,paraxítona
amparados,False,paraxítona
amparamos,False,paraxítona
ampararas,False,paraxítona
amparares,False,paraxítona
ampararás,False,oxítona
amparavas,False,paraxítona
ampare,False,paraxítona
amparemos,False,paraxítona
amparo,False,paraxítona
ampará,False,oxítona
ampola,False,paraxítona
amputa,False,paraxítona
amputadas,False,paraxítona
amputados,False,paraxítona
amputamos,False,paraxítona
amputaras,False,paraxítona
amputares,False,paraxítona
amputarás,False,oxítona
amputavas,False,paraxítona
ampute,False,paraxítona
amputemos,False,paraxítona
amputo,False,paraxítona
amputá,False,oxítona
amuleto,False,paraxítona
amá,False,oxítona
américa,False,proparoxítona
analisa,False,paraxítona
analise,False,paraxítona
analiso,False,paraxítona
analisá,False,oxítona
ancora,False,paraxítona
ancoradas,False,paraxítona
ancorados,False,paraxítona
ancoramos,False,paraxítona
ancoraras,False,paraxítona
ancorares,False,paraxítona
ancorarás,False,oxítona
ancoravas,False,paraxítona
ancore,False,paraxítona
ancoremos,False,paraxítona
ancoro,False,paraxítona
ancorá,False,oxítona
andada,False,paraxítona
andado,False,paraxítona
andaduras,False,paraxítona
andaluzes,False,paraxítona
andamo,False,paraxítona
andara,False,paraxítona
andaremos,False,paraxítona
andará,False,oxítona
andava,False,paraxítona
andemo,False,paraxítona
andáramos,False,proparoxítona
andávamos,False,proparoxítona
anedota,False,paraxítona
anelada,False,paraxítona
anelado,False,paraxítona
anelamo,False,paraxítona
anelara,False,paraxítona
anelará,False,oxítona
anelava,False,paraxítona
anelemo,False,paraxítona
anexada,False,paraxítona
anexado,False,paraxítona
anexamo,False,paraxítona
anexara,False,paraxítona
anexará,False,oxítona
anexava,False,paraxítona
anexemo,False,paraxítona
angelical,False,oxítona
angico,False,paraxítona
angina,False,paraxítona
angolanas,False,paraxítona
angolanos,False,paraxítona
angulares,False,paraxítona
angulosos,False,paraxítona
angélicas,False,proparoxítona
angélicos,False,proparoxítona
anilina,False,paraxítona
animada,False,paraxítona
animado,False,paraxítona
animamo,False,paraxítona
animara,False,paraxítona
animará,False,oxítona
animava,False,paraxítona
animemo,False,paraxítona
animosa,False,paraxítona
animoso,False,paraxítona
ano,False,paraxítona
anotada,False,paraxítona
anotado,False,paraxítona
anotamo,False,paraxítona
anotara,False,paraxítona
anotará,False,oxítona
anotava,False,paraxítona
anotemo,False,paraxítona
antecedas,False,paraxítona
anteceder,False,oxítona
antecedes,False,paraxítona
antecipar,False,oxítona
antecipas,False,paraxítona
antecipes,False,paraxítona
antedatar,False,oxítona
antedatas,False,paraxítona
antedates,False,paraxítona
antemural,False,oxítona
antena,False,paraxítona
anteparos,False,paraxítona
antepomos,False,paraxítona
antepores,False,paraxítona
anteporás,False,oxítona
antepuser,False,oxítona
antepô,False,oxítona
antevedes,False,paraxítona
antevejas,False,paraxítona
antevemos,False,paraxítona
anteveres,False,paraxítona
anteverás,False,oxítona
antevi,False,oxítona
antevimos,False,paraxítona
anteviras,False,paraxítona
antevires,False,paraxítona
antevê,False,oxítona
antiga,False,paraxítona
antigo,False,paraxítona
antipapas,False,paraxítona
antídotos,False,proparoxítona
antífonas,False,proparoxítona
antígenos,False,proparoxítona
antílopes,False,proparoxítona
antíteses,False,proparoxítona
antônimas,False,proparoxítona
antônimos,False,proparoxítona
anuirá,False,oxítona
anuiu,False,oxítona
anulada,False,paraxítona
anulado,False,paraxítona
anulamo,False,paraxítona
anulara,False,paraxítona
anulará,False,oxítona
anulava,False,paraxítona
anulemo,False,paraxítona
anáfora,False,proparoxítona
análise,False,proparoxítona
análoga,False,proparoxítona
análogo,False,proparoxítona
anátema,False,proparoxítona
anão,False,paraxítona
anêmica,False,proparoxítona
anêmico,False,proparoxítona
anímica,False,proparoxítona
anímico,False,proparoxítona
anômala,False,proparoxítona
anômalo,False,proparoxítona
anônima,False,proparoxítona
anônimo,False,proparoxítona
apagada,False,paraxítona
apagado,False,paraxítona
apagamo,False,paraxítona
apagara,False,paraxítona
apagará,False,oxítona
apagava,False,paraxítona
apaguei,False,oxítona
aparada,False,paraxítona
aparado,False,paraxítona
aparamo,False,paraxítona
aparara,False,paraxítona
aparará,False,oxítona
aparato,False,paraxítona
aparava,False,paraxítona
aparece,False,paraxítona
apareci,False,oxítona
aparecê,False,oxítona
aparemo,False,paraxítona
apareça,False,paraxítona
apareço,False,paraxítona
apavora,False,paraxítona
apavore,False,paraxítona
apavoro,False,paraxítona
apavorá,False,oxítona
apegada,False,paraxítona
apegado,False,paraxítona
apegamo,False,paraxítona
apegara,False,paraxítona
apegará,False,oxítona
apegava,False,paraxítona
apeguei,False,oxítona
apelada,False,paraxítona
apelado,False,paraxítona
apelamo,False,paraxítona
apelara,False,paraxítona
apelará,False,oxítona
apelava,False,paraxítona
apelemo,False,paraxítona
apelida,False,paraxítona
apelide,False,paraxítona
apelido,False,paraxítona
apelidá,False,oxítona
apenada,False,paraxítona
apenado,False,paraxítona
